ID,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
206,Jet Airways,18-04-2019,Banglore,Delhi,BLR _ DEL,15:15,18:10,2h 55m,non-stop,No info,7229
207,IndiGo,27-03-2019,Delhi,Cochin,DEL _ BOM _ COK,16:00,28-03-2019 01:35,9h 35m,1 stop,No info,7048
208,Vistara,27-06-2019,Banglore,Delhi,BLR _ DEL,17:00,19:35,2h 35m,non-stop,No info,4878
209,Jet Airways,21-05-2019,Kolkata,Banglore,CCU _ BOM _ BLR,14:05,23:35,9h 30m,1 stop,In-flight meal not included,10844
210,Jet Airways,18-05-2019,Delhi,Cochin,DEL _ AMD _ BOM _ COK,23:05,20-05-2019 04:25,29h 20m,2 stops,No info,15129
211,IndiGo,12-05-2019,Banglore,Delhi,BLR _ DEL,00:30,03:25,2h 55m,non-stop,No info,3943
212,SpiceJet,06-06-2019,Delhi,Cochin,DEL _ MAA _ COK,06:05,11:20,5h 15m,1 stop,No info,5583
213,Multiple carriers,06-06-2019,Delhi,Cochin,DEL _ HYD _ COK,07:05,16:10,9h 5m,1 stop,No info,9646
214,Multiple carriers,03-06-2019,Delhi,Cochin,DEL _ BOM _ COK,08:30,19:15,10h 45m,1 stop,No info,7677
215,IndiGo,01-06-2019,Delhi,Cochin,DEL _ BLR _ COK,05:10,10:05,4h 55m,1 stop,No info,6842
216,Jet Airways,24-06-2019,Mumbai,Hyderabad,BOM _ HYD,08:45,10:15,1h 30m,non-stop,In-flight meal not included,4995
217,Vistara,09-06-2019,Kolkata,Banglore,CCU _ DEL _ BLR,07:10,18:50,11h 40m,1 stop,No info,9555
218,IndiGo,01-06-2019,Banglore,Delhi,BLR _ DEL,01:30,04:15,2h 45m,non-stop,No info,4077
219,Jet Airways,12-05-2019,Banglore,Delhi,BLR _ DEL,15:15,18:10,2h 55m,non-stop,No info,7229
220,Multiple carriers,09-06-2019,Delhi,Cochin,DEL _ BOM _ COK,09:00,19:00,10h,1 stop,No info,12192
221,Air India,12-04-2019,Banglore,Delhi,BLR _ DEL,10:00,12:45,2h 45m,non-stop,No info,5911
222,Air India,12-06-2019,Delhi,Cochin,DEL _ BOM _ COK,09:00,19:15,10h 15m,1 stop,No info,8372
223,Jet Airways,18-03-2019,Mumbai,Hyderabad,BOM _ HYD,07:10,08:35,1h 25m,non-stop,In-flight meal not included,4995
224,Multiple carriers,09-05-2019,Delhi,Cochin,DEL _ BOM _ COK,10:00,19:15,9h 15m,1 stop,No info,14323
225,Jet Airways,09-06-2019,Delhi,Cochin,DEL _ JAI _ BOM _ COK,05:30,10-06-2019 04:25,22h 55m,2 stops,No info,13014
226,Air India,06-06-2019,Delhi,Cochin,DEL _ CCU _ BOM _ COK,14:25,07-06-2019 19:15,28h 50m,2 stops,No info,13591
227,Jet Airways,03-03-2019,Delhi,Cochin,DEL _ IDR _ BOM _ COK,05:25,04-03-2019 18:50,37h 25m,2 stops,No info,18799
228,IndiGo,27-04-2019,Banglore,Delhi,BLR _ DEL,23:30,28-04-2019 02:20,2h 50m,non-stop,No info,3943
229,SpiceJet,21-05-2019,Mumbai,Hyderabad,BOM _ HYD,05:45,07:15,1h 30m,non-stop,No check-in baggage included,1965
230,Jet Airways,27-05-2019,Mumbai,Hyderabad,BOM _ HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4995
231,Air India,24-03-2019,Kolkata,Banglore,CCU _ BOM _ BLR,16:50,25-03-2019 18:30,25h 40m,1 stop,No info,14641
232,Air India,12-04-2019,Kolkata,Banglore,CCU _ BLR,20:45,23:20,2h 35m,non-stop,No info,4460
233,Air India,18-05-2019,Delhi,Cochin,DEL _ BOM _ COK,13:00,19:15,6h 15m,1 stop,No info,10191
234,Jet Airways,09-03-2019,Delhi,Cochin,DEL _ BOM _ COK,02:15,19:45,17h 30m,1 stop,In-flight meal not included,13843
235,IndiGo,01-05-2019,Delhi,Cochin,DEL _ LKO _ COK,21:50,02-05-2019 03:35,5h 45m,1 stop,No info,6349
236,Air Asia,01-05-2019,Kolkata,Banglore,CCU _ BLR,10:20,12:55,2h 35m,non-stop,No info,4409
237,Jet Airways,06-03-2019,Delhi,Cochin,DEL _ BOM _ COK,18:15,07-03-2019 19:45,25h 30m,1 stop,No info,17024
238,Multiple carriers,18-05-2019,Delhi,Cochin,DEL _ BOM _ COK,07:05,21:00,13h 55m,1 stop,No info,13727
239,IndiGo,15-03-2019,Banglore,New Delhi,BLR _ DEL,18:25,21:20,2h 55m,non-stop,No info,8855
240,Multiple carriers,24-06-2019,Delhi,Cochin,DEL _ BOM _ COK,08:45,19:00,10h 15m,1 stop,No info,12524
241,Jet Airways,18-03-2019,Banglore,New Delhi,BLR _ BOM _ DEL,11:40,20:20,8h 40m,1 stop,No info,13555
242,Jet Airways,06-06-2019,Kolkata,Banglore,CCU _ BOM _ BLR,06:30,12:00,5h 30m,1 stop,In-flight meal not included,10844
243,Multiple carriers,09-06-2019,Delhi,Cochin,DEL _ BOM _ COK,09:00,21:00,12h,1 stop,No info,13587
244,SpiceJet,12-06-2019,Chennai,Kolkata,MAA _ CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543
245,Vistara,18-03-2019,Chennai,Kolkata,MAA _ CCU,07:05,09:20,2h 15m,non-stop,No info,4842
246,IndiGo,24-04-2019,Banglore,Delhi,BLR _ DEL,23:30,25-04-2019 02:20,2h 50m,non-stop,No info,3943
247,Jet Airways,09-06-2019,Delhi,Cochin,DEL _ BOM _ COK,19:15,10-06-2019 04:25,9h 10m,1 stop,In-flight meal not included,10577
248,IndiGo,15-05-2019,Delhi,Cochin,DEL _ BOM _ COK,10:35,21:00,10h 25m,1 stop,No info,6979
249,Vistara,27-06-2019,Chennai,Kolkata,MAA _ CCU,17:45,20:05,2h 20m,non-stop,No info,11982
250,SpiceJet,06-06-2019,Delhi,Cochin,DEL _ PNQ _ COK,08:45,13:15,4h 30m,1 stop,No info,5264
251,Vistara,03-03-2019,Delhi,Cochin,DEL _ COK,06:00,09:10,3h 10m,non-stop,No info,8001
252,Air India,01-06-2019,Delhi,Cochin,DEL _ AMD _ BOM _ COK,19:45,02-06-2019 19:15,23h 30m,2 stops,No info,10651
253,Jet Airways,24-05-2019,Kolkata,Banglore,CCU _ BOM _ BLR,16:30,25-05-2019 19:50,27h 20m,1 stop,In-flight meal not included,10844
254,Multiple carriers,27-03-2019,Delhi,Cochin,DEL _ HYD _ COK,09:45,22:20,12h 35m,1 stop,No info,6601
255,Air India,21-03-2019,Delhi,Cochin,DEL _ BOM _ COK,19:00,22-03-2019 19:15,24h 15m,1 stop,No info,6587
256,SpiceJet,21-03-2019,Mumbai,Hyderabad,BOM _ HYD,13:10,14:30,1h 20m,non-stop,No info,3173
257,Air India,09-05-2019,Banglore,Delhi,BLR _ DEL,10:00,12:45,2h 45m,non-stop,No info,5228
258,Jet Airways,21-06-2019,Banglore,Delhi,BLR _ DEL,07:10,10:10,3h,non-stop,In-flight meal not included,5769
259,Jet Airways,06-06-2019,Delhi,Cochin,DEL _ BOM _ COK,08:00,19:00,11h,1 stop,No info,14714
260,Jet Airways,03-06-2019,Delhi,Cochin,DEL _ JAI _ BOM _ COK,05:30,19:00,13h 30m,2 stops,No info,13014
261,IndiGo,03-06-2019,Banglore,Delhi,BLR _ DEL,22:10,04-06-2019 01:00,2h 50m,non-stop,No info,3359
262,GoAir,03-03-2019,Banglore,New Delhi,BLR _ DEL,20:55,23:50,2h 55m,non-stop,No info,6722
263,IndiGo,18-03-2019,Kolkata,Banglore,CCU _ BLR,09:35,12:20,2h 45m,non-stop,No info,4462
264,IndiGo,09-03-2019,Delhi,Cochin,DEL _ HYD _ COK,04:55,16:10,11h 15m,1 stop,No info,6171
265,Air India,21-05-2019,Kolkata,Banglore,CCU _ IXR _ DEL _ BLR,05:50,20:25,14h 35m,2 stops,No info,12303
266,Multiple carriers,21-03-2019,Delhi,Cochin,DEL _ BOM _ COK,11:40,22-03-2019 01:35,13h 55m,1 stop,No info,7695
267,IndiGo,24-06-2019,Delhi,Cochin,DEL _ BOM _ COK,11:25,25-06-2019 01:30,14h 5m,1 stop,No info,5684
268,Air India,12-06-2019,Kolkata,Banglore,CCU _ BOM _ BLR,16:50,13-06-2019 07:55,15h 5m,1 stop,No info,8366
269,Air India,01-03-2019,Chennai,Kolkata,MAA _ CCU,11:40,13:55,2h 15m,non-stop,No info,19630
270,Jet Airways,06-03-2019,Banglore,New Delhi,BLR _ BOM _ DEL,14:05,07-03-2019 05:05,15h,1 stop,In-flight meal not included,13502
271,Jet Airways,01-05-2019,Kolkata,Banglore,CCU _ BOM _ BLR,21:10,02-05-2019 10:05,12h 55m,1 stop,No info,14781
272,Multiple carriers,12-06-2019,Delhi,Cochin,DEL _ HYD _ COK,07:10,16:10,9h,1 stop,No info,6513
273,Air India,01-06-2019,Delhi,Cochin,DEL _ BOM _ COK,07:00,19:15,12h 15m,1 stop,No info,9929
274,Multiple carriers,06-06-2019,Delhi,Cochin,DEL _ IXU _ BOM _ COK,17:50,07-06-2019 01:30,7h 40m,2 stops,No info,18275
275,Air India,09-04-2019,Delhi,Cochin,DEL _ MAA _ COK,06:05,10-04-2019 09:25,27h 20m,1 stop,No info,4487
276,IndiGo,15-03-2019,Mumbai,Hyderabad,BOM _ HYD,21:20,22:45,1h 25m,non-stop,No info,2754
277,Air India,27-03-2019,Mumbai,Hyderabad,BOM _ HYD,06:20,07:40,1h 20m,non-stop,No info,2575
278,SpiceJet,12-06-2019,Kolkata,Banglore,CCU _ IXB _ BLR,15:55,21:25,5h 30m,1 stop,No info,8224
279,Air India,09-03-2019,Delhi,Cochin,DEL _ BLR _ COK,20:30,10-03-2019 08:15,11h 45m,1 stop,No info,8991
280,IndiGo,24-06-2019,Delhi,Cochin,DEL _ COK,05:35,08:50,3h 15m,non-stop,No info,5000
281,Jet Airways,12-06-2019,Kolkata,Banglore,CCU _ BOM _ BLR,18:55,13-06-2019 19:50,24h 55m,1 stop,In-flight meal not included,8529
282,Air India,03-03-2019,Delhi,Cochin,DEL _ MAA _ COK,06:05,04-03-2019 09:25,27h 20m,1 stop,No info,14042
283,Jet Airways,24-05-2019,Banglore,Delhi,BLR _ DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,4030
284,Jet Airways,06-06-2019,Kolkata,Banglore,CCU _ BOM _ BLR,18:55,07-06-2019 12:00,17h 5m,1 stop,In-flight meal not included,10844
285,IndiGo,06-05-2019,Kolkata,Banglore,CCU _ BLR,21:25,07-05-2019 00:05,2h 40m,non-stop,No info,4804
286,Multiple carriers,27-05-2019,Delhi,Cochin,DEL _ BOM _ COK,17:30,28-05-2019 01:30,8h,1 stop,In-flight meal not included,7308
287,IndiGo,12-05-2019,Banglore,Delhi,BLR _ DEL,16:55,19:55,3h,non-stop,No info,4823
288,Jet Airways,24-06-2019,Delhi,Cochin,DEL _ BOM _ COK,09:00,25-06-2019 12:35,27h 35m,1 stop,In-flight meal not included,10262
289,Jet Airways,27-05-2019,Delhi,Cochin,DEL _ BOM _ COK,20:55,28-05-2019 04:25,7h 30m,1 stop,In-flight meal not included,12898
290,Air India,12-03-2019,Banglore,New Delhi,BLR _ BOM _ JDH _ DEL,17:25,13-03-2019 16:20,22h 55m,2 stops,No info,12778
291,IndiGo,03-03-2019,Delhi,Cochin,DEL _ BOM _ COK,04:45,13:20,8h 35m,1 stop,No info,14871
292,Air India,21-03-2019,Delhi,Cochin,DEL _ UDR _ BOM _ COK,13:20,22-03-2019 19:15,29h 55m,2 stops,No info,8708
293,Jet Airways,06-06-2019,Kolkata,Banglore,CCU _ BOM _ BLR,20:00,07-06-2019 18:15,22h 15m,1 stop,In-flight meal not included,10844
294,SpiceJet,06-03-2019,Mumbai,Hyderabad,BOM _ HYD,05:45,07:05,1h 20m,non-stop,No info,4129
295,IndiGo,18-05-2019,Kolkata,Banglore,CCU _ BLR,21:25,19-05-2019 00:05,2h 40m,non-stop,No info,4804
296,Jet Airways,06-05-2019,Banglore,Delhi,BLR _ DEL,08:20,11:20,3h,non-stop,No info,7229
297,Jet Airways,21-03-2019,Banglore,New Delhi,BLR _ BOM _ DEL,07:00,19:10,12h 10m,1 stop,In-flight meal not included,7832
298,SpiceJet,18-03-2019,Chennai,Kolkata,MAA _ CCU,09:30,12:05,2h 35m,non-stop,No info,3859
299,Multiple carriers,06-06-2019,Delhi,Cochin,DEL _ BOM _ COK,07:30,19:15,11h 45m,1 stop,No info,9001
300,Vistara,09-05-2019,Banglore,Delhi,BLR _ DEL,17:00,19:35,2h 35m,non-stop,No info,4878
301,IndiGo,03-05-2019,Mumbai,Hyderabad,BOM _ HYD,02:35,04:05,1h 30m,non-stop,No info,2754
302,Vistara,27-06-2019,Banglore,Delhi,BLR _ DEL,07:00,09:40,2h 40m,non-stop,No info,4668
303,Air Asia,12-05-2019,Kolkata,Banglore,CCU _ BLR,10:20,12:55,2h 35m,non-stop,No info,5216
304,Jet Airways,06-06-2019,Delhi,Cochin,DEL _ JAI _ BOM _ COK,05:30,07-06-2019 04:25,22h 55m,2 stops,In-flight meal not included,10368
305,IndiGo,09-03-2019,Delhi,Cochin,DEL _ HYD _ MAA _ COK,06:40,21:20,14h 40m,2 stops,No info,8146
306,Jet Airways,27-03-2019,Delhi,Cochin,DEL _ BOM _ COK,13:00,28-03-2019 04:25,15h 25m,1 stop,No info,12242
307,Jet Airways,15-03-2019,Banglore,New Delhi,BLR _ BOM _ DEL,08:00,15:15,7h 15m,1 stop,In-flight meal not included,9134
308,Air India,06-06-2019,Delhi,Cochin,DEL _ HYD _ MAA _ COK,13:15,07-06-2019 09:25,20h 10m,2 stops,No info,10939
309,Air India,06-06-2019,Delhi,Cochin,DEL _ GOI _ BOM _ COK,10:55,07-06-2019 07:40,20h 45m,2 stops,No info,11753
310,SpiceJet,24-04-2019,Kolkata,Banglore,CCU _ BLR,17:10,19:40,2h 30m,non-stop,No info,4174
311,Jet Airways,21-05-2019,Kolkata,Banglore,CCU _ BOM _ BLR,20:00,22-05-2019 19:50,23h 50m,1 stop,In-flight meal not included,10844
312,Jet Airways,03-06-2019,Delhi,Cochin,DEL _ BOM _ COK,16:00,04-06-2019 19:00,27h,1 stop,No info,14714
313,Jet Airways,12-06-2019,Kolkata,Banglore,CCU _ BOM _ BLR,06:30,12:00,5h 30m,1 stop,In-flight meal not included,9899
314,IndiGo,03-03-2019,Delhi,Cochin,DEL _ BOM _ COK,09:10,21:00,11h 50m,1 stop,No info,14871
315,IndiGo,06-03-2019,Chennai,Kolkata,MAA _ CCU,13:20,15:35,2h 15m,non-stop,No info,7295
316,Air India,06-06-2019,Delhi,Cochin,DEL _ JAI _ BOM _ COK,18:45,07-06-2019 19:15,24h 30m,2 stops,No info,13465
317,SpiceJet,21-05-2019,Chennai,Kolkata,MAA _ CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3543
318,Multiple carriers,27-06-2019,Delhi,Cochin,DEL _ BOM _ COK,19:00,28-06-2019 01:30,6h 30m,1 stop,No info,7198
319,Jet Airways,01-06-2019,Delhi,Cochin,DEL _ BOM _ COK,08:00,02-06-2019 04:25,20h 25m,1 stop,In-flight meal not included,10262
320,IndiGo,15-03-2019,Kolkata,Banglore,CCU _ BLR,15:20,17:55,2h 35m,non-stop,No info,4148
321,Jet Airways,27-06-2019,Banglore,Delhi,BLR _ DEL,15:15,18:10,2h 55m,non-stop,No info,8016
322,Jet Airways,09-06-2019,Delhi,Cochin,DEL _ BOM _ COK,22:50,10-06-2019 04:25,5h 35m,1 stop,In-flight meal not included,10262
323,SpiceJet,15-06-2019,Kolkata,Banglore,CCU _ BLR,14:55,17:25,2h 30m,non-stop,No check-in baggage included,3841
324,Jet Airways,12-03-2019,Banglore,New Delhi,BLR _ MAA _ DEL,09:45,13-03-2019 00:30,14h 45m,1 stop,No info,11507
325,Jet Airways,01-05-2019,Kolkata,Banglore,CCU _ BOM _ BLR,08:25,20:45,12h 20m,1 stop,No info,14781
326,Jet Airways,27-05-2019,Delhi,Cochin,DEL _ BOM _ COK,17:30,28-05-2019 19:00,25h 30m,1 stop,No info,16079
327,Jet Airways,27-05-2019,Delhi,Cochin,DEL _ BOM _ COK,22:50,28-05-2019 04:25,5h 35m,1 stop,In-flight meal not included,12898
328,Multiple carriers,06-03-2019,Delhi,Cochin,DEL _ BOM _ COK,07:30,19:15,11h 45m,1 stop,No info,15353
329,IndiGo,24-03-2019,Banglore,New Delhi,BLR _ DEL,18:25,21:20,2h 55m,non-stop,No info,7303
330,SpiceJet,24-03-2019,Kolkata,Banglore,CCU _ MAA _ BLR,15:05,20:45,5h 40m,1 stop,No info,6197
331,Air India,09-06-2019,Kolkata,Banglore,CCU _ BBI _ BLR,09:10,13:15,4h 5m,1 stop,No info,8996
332,IndiGo,21-03-2019,Delhi,Cochin,DEL _ HYD _ COK,14:20,22:20,8h,1 stop,No info,6528
333,GoAir,09-04-2019,Banglore,Delhi,BLR _ DEL,20:55,23:40,2h 45m,non-stop,No info,4239
334,IndiGo,12-03-2019,Kolkata,Banglore,CCU _ BLR,20:25,23:05,2h 40m,non-stop,No info,4148
335,SpiceJet,24-05-2019,Banglore,Delhi,BLR _ DEL,21:10,25-05-2019 00:05,2h 55m,non-stop,No info,3971
336,Air Asia,06-05-2019,Kolkata,Banglore,CCU _ DEL _ BLR,07:35,23:30,15h 55m,1 stop,No info,5192
337,Jet Airways,09-04-2019,Delhi,Cochin,DEL _ AMD _ BOM _ COK,13:25,10-04-2019 12:35,23h 10m,2 stops,No info,9483
338,Jet Airways,03-06-2019,Delhi,Cochin,DEL _ JDH _ BOM _ COK,11:40,19:00,7h 20m,2 stops,No info,18804
339,Air India,18-06-2019,Delhi,Cochin,DEL _ COK,05:10,08:00,2h 50m,non-stop,No info,5201
340,Jet Airways,27-05-2019,Delhi,Cochin,DEL _ BOM _ COK,11:30,19:00,7h 30m,1 stop,No info,16079
341,Jet Airways,15-06-2019,Banglore,Delhi,BLR _ DEL,19:50,22:50,3h,non-stop,In-flight meal not included,7229
342,Multiple carriers,27-05-2019,Delhi,Cochin,DEL _ BOM _ COK,17:45,28-05-2019 01:30,7h 45m,1 stop,No info,6795
343,Jet Airways,09-05-2019,Kolkata,Banglore,CCU _ DEL _ BLR,09:35,10-05-2019 10:55,25h 20m,1 stop,No info,10953
344,Multiple carriers,24-06-2019,Delhi,Cochin,DEL _ IDR _ BOM _ COK,15:05,25-06-2019 01:30,10h 25m,2 stops,No info,15965
345,Air India,09-04-2019,Delhi,Cochin,DEL _ JDH _ BOM _ COK,12:55,10-04-2019 19:15,30h 20m,2 stops,No info,9968
346,IndiGo,06-06-2019,Kolkata,Banglore,CCU _ BLR,22:15,07-06-2019 00:50,2h 35m,non-stop,No info,4804
347,Jet Airways,27-05-2019,Delhi,Cochin,DEL _ BOM _ COK,10:00,19:00,9h,1 stop,No info,16079
348,Jet Airways,12-06-2019,Delhi,Cochin,DEL _ IDR _ BOM _ COK,21:25,13-06-2019 12:35,15h 10m,2 stops,In-flight meal not included,11507
349,Air India,09-06-2019,Kolkata,Banglore,CCU _ BOM _ COK _ BLR,09:25,10-06-2019 13:45,28h 20m,2 stops,No info,11542
350,Jet Airways,24-04-2019,Banglore,Delhi,BLR _ DEL,17:45,20:45,3h,non-stop,No info,7229
351,Jet Airways,27-04-2019,Banglore,Delhi,BLR _ DEL,06:00,08:45,2h 45m,non-stop,In-flight meal not included,4544
352,IndiGo,15-05-2019,Delhi,Cochin,DEL _ BLR _ COK,05:10,10:05,4h 55m,1 stop,No info,6496
353,IndiGo,15-06-2019,Kolkata,Banglore,CCU _ BLR,21:25,16-06-2019 00:05,2h 40m,non-stop,No info,4804
354,Air India,01-03-2019,Banglore,New Delhi,BLR _ CCU _ DEL,11:05,02-03-2019 09:15,22h 10m,1 stop,No info,13439
355,Jet Airways,27-03-2019,Delhi,Cochin,DEL _ BOM _ COK,18:15,28-03-2019 04:25,10h 10m,1 stop,In-flight meal not included,6540
356,IndiGo,01-06-2019,Banglore,Delhi,BLR _ DEL,23:30,02-06-2019 02:20,2h 50m,non-stop,No info,4591
357,IndiGo,18-03-2019,Banglore,New Delhi,BLR _ HYD _ DEL,16:15,20:35,4h 20m,1 stop,No info,4437
358,Air Asia,21-03-2019,Delhi,Cochin,DEL _ BLR _ COK,20:10,22-03-2019 07:10,11h,1 stop,No info,6151
359,Jet Airways,21-06-2019,Banglore,Delhi,BLR _ DEL,17:45,20:45,3h,non-stop,In-flight meal not included,7754
360,Jet Airways,24-06-2019,Delhi,Cochin,DEL _ BOM _ COK,14:00,25-06-2019 12:35,22h 35m,1 stop,In-flight meal not included,10262
361,Jet Airways,09-06-2019,Banglore,Delhi,BLR _ DEL,18:55,22:00,3h 5m,non-stop,No info,8016
362,SpiceJet,24-03-2019,Kolkata,Banglore,CCU _ BLR,06:55,09:35,2h 40m,non-stop,No check-in baggage included,4781
363,Vistara,27-06-2019,Banglore,Delhi,BLR _ DEL,11:30,14:20,2h 50m,non-stop,No info,4668
364,Air India,06-03-2019,Banglore,New Delhi,BLR _ MAA _ DEL,11:50,07-03-2019 08:55,21h 5m,1 stop,No info,14594
365,Jet Airways,24-03-2019,Kolkata,Banglore,CCU _ BOM _ BLR,16:55,25-03-2019 04:45,11h 50m,1 stop,No info,14231
366,Air India,15-05-2019,Delhi,Cochin,DEL _ TRV _ COK,05:15,16-05-2019 06:50,25h 35m,1 stop,No info,8425
367,Multiple carriers,12-06-2019,Delhi,Cochin,DEL _ HYD _ COK,07:05,22:30,15h 25m,1 stop,No info,9646
368,IndiGo,03-03-2019,Chennai,Kolkata,MAA _ CCU,14:40,17:05,2h 25m,non-stop,No info,7295
369,Air Asia,09-04-2019,Kolkata,Banglore,CCU _ BBI _ BLR,06:50,10:30,3h 40m,1 stop,No info,5162
370,IndiGo,09-03-2019,Banglore,New Delhi,BLR _ DEL,18:25,21:20,2h 55m,non-stop,No info,6860
371,Vistara,15-04-2019,Delhi,Cochin,DEL _ COK,06:00,09:10,3h 10m,non-stop,No info,6216
372,Air Asia,24-05-2019,Kolkata,Banglore,CCU _ DEL _ BLR,07:35,19:25,11h 50m,1 stop,No info,5192
373,IndiGo,09-04-2019,Banglore,Delhi,BLR _ DEL,20:00,22:50,2h 50m,non-stop,No info,4823
374,SpiceJet,03-04-2019,Banglore,Delhi,BLR _ DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,3919
375,IndiGo,03-06-2019,Mumbai,Hyderabad,BOM _ HYD,19:05,20:35,1h 30m,non-stop,No info,2754
376,Multiple carriers,09-05-2019,Delhi,Cochin,DEL _ BOM _ COK,07:30,19:00,11h 30m,1 stop,No info,9315
377,Multiple carriers,27-03-2019,Delhi,Cochin,DEL _ BOM _ COK,10:00,18:50,8h 50m,1 stop,No info,11667
378,Jet Airways,12-06-2019,Kolkata,Banglore,CCU _ BOM _ BLR,08:25,13-06-2019 04:40,20h 15m,1 stop,In-flight meal not included,6224
379,Air India,24-03-2019,Kolkata,Banglore,CCU _ BOM _ GOI _ BLR,09:25,25-03-2019 05:35,20h 10m,2 stops,No info,13349
380,Jet Airways,18-03-2019,Banglore,New Delhi,BLR _ BOM _ DEL,16:55,16-03-2019 09:00,16h 5m,1 stop,In-flight meal not included,11087
381,Multiple carriers,06-03-2019,Delhi,Cochin,DEL _ BOM _ COK,13:00,07-03-2019 01:35,12h 35m,1 stop,No info,15603
382,Jet Airways,09-05-2019,Delhi,Cochin,DEL _ JAI _ BOM _ COK,19:30,10-05-2019 12:35,17h 5m,2 stops,No info,15129
383,IndiGo,09-04-2019,Banglore,Delhi,BLR _ DEL,16:55,19:55,3h,non-stop,No info,4823
384,Vistara,01-05-2019,Kolkata,Banglore,CCU _ DEL _ BLR,07:10,22:40,15h 30m,1 stop,No info,8452
385,Multiple carriers,06-06-2019,Delhi,Cochin,DEL _ BOM _ COK,07:30,19:00,11h 30m,1 stop,No info,12524
386,SpiceJet,27-03-2019,Chennai,Kolkata,MAA _ CCU,17:45,20:05,2h 20m,non-stop,No info,3384
387,Jet Airways,01-06-2019,Delhi,Cochin,DEL _ BOM _ COK,19:15,02-06-2019 19:00,23h 45m,1 stop,In-flight meal not included,10262
388,SpiceJet,18-06-2019,Mumbai,Hyderabad,BOM _ HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,1965
389,IndiGo,18-05-2019,Kolkata,Banglore,CCU _ BLR,22:15,19-05-2019 00:50,2h 35m,non-stop,No info,4804
390,Jet Airways,27-05-2019,Delhi,Cochin,DEL _ BOM _ COK,18:15,28-05-2019 19:00,24h 45m,1 stop,No info,16079
391,Jet Airways,01-06-2019,Delhi,Cochin,DEL _ IDR _ BOM _ COK,21:25,02-06-2019 19:00,21h 35m,2 stops,No info,13292
392,Air Asia,09-05-2019,Delhi,Cochin,DEL _ BLR _ COK,07:55,13:25,5h 30m,1 stop,No info,6751
393,Air India,15-05-2019,Delhi,Cochin,DEL _ BOM _ COK,07:00,19:15,12h 15m,1 stop,No info,8669
394,IndiGo,03-03-2019,Delhi,Cochin,DEL _ BOM _ COK,17:30,04-03-2019 01:35,8h 5m,1 stop,No info,14871
395,Jet Airways,21-05-2019,Delhi,Cochin,DEL _ BOM _ COK,14:00,19:00,5h,1 stop,In-flight meal not included,12898
396,SpiceJet,06-06-2019,Banglore,Delhi,BLR _ DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,3919
397,Multiple carriers,01-03-2019,Delhi,Cochin,DEL _ BOM _ COK,12:50,19:15,6h 25m,1 stop,No info,36983
398,IndiGo,03-06-2019,Chennai,Kolkata,MAA _ CCU,19:35,21:55,2h 20m,non-stop,No info,3597
399,Air India,09-03-2019,Banglore,New Delhi,BLR _ DEL,17:00,19:45,2h 45m,non-stop,No info,10741
400,Air India,06-06-2019,Kolkata,Banglore,CCU _ BOM _ GOI _ BLR,16:50,07-06-2019 05:35,12h 45m,2 stops,No info,11432
401,Jet Airways,12-03-2019,Banglore,New Delhi,BLR _ BOM _ DEL,18:55,13-03-2019 10:45,15h 50m,1 stop,In-flight meal not included,11087
402,Jet Airways,03-06-2019,Delhi,Cochin,DEL _ IDR _ BOM _ COK,09:35,04-06-2019 12:35,27h,2 stops,No info,13292
403,Air India,15-06-2019,Delhi,Cochin,DEL _ RPR _ NAG _ BOM _ COK,05:15,16-06-2019 07:40,26h 25m,3 stops,No info,10493
404,GoAir,09-03-2019,Banglore,New Delhi,BLR _ DEL,07:45,10:40,2h 55m,non-stop,No info,7631
405,Air India,06-06-2019,Delhi,Cochin,DEL _ CCU _ BOM _ COK,06:50,07-06-2019 07:40,24h 50m,2 stops,No info,13381
406,Jet Airways,06-06-2019,Kolkata,Banglore,CCU _ BOM _ BLR,20:00,07-06-2019 04:40,8h 40m,1 stop,No info,13731
407,Air India,21-05-2019,Delhi,Cochin,DEL _ BHO _ BOM _ COK,05:55,22-05-2019 07:40,25h 45m,2 stops,No info,11911
408,IndiGo,18-04-2019,Banglore,Delhi,BLR _ DEL,23:30,19-04-2019 02:20,2h 50m,non-stop,No info,4591
409,Multiple carriers,03-06-2019,Delhi,Cochin,DEL _ BOM _ COK,13:00,19:15,6h 15m,1 stop,No info,14848
410,Multiple carriers,12-06-2019,Delhi,Cochin,DEL _ BOM _ COK,08:45,19:15,10h 30m,1 stop,No info,8266
411,Air India,18-05-2019,Delhi,Cochin,DEL _ HYD _ BOM _ COK,17:15,19-05-2019 19:15,26h,2 stops,No info,12392
412,Jet Airways,12-06-2019,Kolkata,Banglore,CCU _ BOM _ BLR,18:55,13-06-2019 12:00,17h 5m,1 stop,No info,13044
