Airline,Source,Destination,Total_Stops,Price,Duration_Hours_Minutes,Day_of_Departure,Month_of_Departure,Year_of_Departure,Dep_Time_Hour,Dep_Time_Minute,Arrival_Time_Hour,Arrival_Time_Minute,Day_of_Arrival,Month_of_Arrival,Year_of_Arrival
Jet Airways,Delhi,Cochin,1,10262.0,1655,24,6,2019,9,0,12,35,25,6,2019
Jet Airways,Delhi,Cochin,1,12898.0,450,27,5,2019,20,55,4,25,28,5,2019
Air India,Banglore,Delhi,2,12778.0,1375,3,12,2019,17,25,16,20,13,3,2019
IndiGo,Delhi,Cochin,1,14871.0,515,3,3,2019,4,45,13,20,3,3,2019
Air India,Delhi,Cochin,2,8708.0,1795,21,3,2019,13,20,19,15,22,3,2019
Jet Airways,Kolkata,Banglore,1,10844.0,1335,6,6,2019,20,0,18,15,6,7,2019
SpiceJet,Mumbai,Hyderabad,0,4129.0,80,3,6,2019,5,45,7,5,3,6,2019
IndiGo,Kolkata,Banglore,0,4804.0,160,18,5,2019,21,25,0,5,19,5,2019
Jet Airways,Banglore,Delhi,0,7229.0,180,5,6,2019,8,20,11,20,5,6,2019
Jet Airways,Banglore,Delhi,1,7832.0,730,21,3,2019,7,0,19,10,21,3,2019
SpiceJet,Chennai,Kolkata,0,3859.0,155,18,3,2019,9,30,12,5,18,3,2019
Multiple carriers,Delhi,Cochin,1,9001.0,705,6,6,2019,7,30,19,15,6,6,2019
Vistara,Banglore,Delhi,0,4878.0,155,5,9,2019,17,0,19,35,5,9,2019
IndiGo,Mumbai,Hyderabad,0,2754.0,90,5,3,2019,2,35,4,5,5,3,2019
Vistara,Banglore,Delhi,0,4668.0,160,27,6,2019,7,0,9,40,27,6,2019
Air Asia,Kolkata,Banglore,0,5216.0,155,5,12,2019,10,20,12,55,5,12,2019
Jet Airways,Delhi,Cochin,2,10368.0,1375,6,6,2019,5,30,4,25,6,7,2019
IndiGo,Delhi,Cochin,2,8146.0,880,3,9,2019,6,40,21,20,3,9,2019
Jet Airways,Delhi,Cochin,1,12242.0,925,27,3,2019,13,0,4,25,28,3,2019
Jet Airways,Banglore,Delhi,1,9134.0,435,15,3,2019,8,0,15,15,15,3,2019
Air India,Delhi,Cochin,2,10939.0,1210,6,6,2019,13,15,9,25,6,7,2019
Air India,Delhi,Cochin,2,11753.0,1245,6,6,2019,10,55,7,40,6,7,2019
SpiceJet,Kolkata,Banglore,0,4174.0,150,24,4,2019,17,10,19,40,24,4,2019
Jet Airways,Kolkata,Banglore,1,10844.0,1430,21,5,2019,20,0,19,50,22,5,2019
Jet Airways,Delhi,Cochin,1,14714.0,1620,6,3,2019,16,0,19,0,6,4,2019
Jet Airways,Kolkata,Banglore,1,9899.0,330,6,12,2019,6,30,12,0,6,12,2019
IndiGo,Delhi,Cochin,1,14871.0,710,3,3,2019,9,10,21,0,3,3,2019
IndiGo,Chennai,Kolkata,0,7295.0,135,3,6,2019,13,20,15,35,3,6,2019
Air India,Delhi,Cochin,2,13465.0,1470,6,6,2019,18,45,19,15,6,7,2019
SpiceJet,Chennai,Kolkata,0,3543.0,140,21,5,2019,17,45,20,5,21,5,2019
Multiple carriers,Delhi,Cochin,1,7198.0,390,27,6,2019,19,0,1,30,28,6,2019
Jet Airways,Delhi,Cochin,1,10262.0,1225,6,1,2019,8,0,4,25,6,2,2019
IndiGo,Kolkata,Banglore,0,4148.0,155,15,3,2019,15,20,17,55,15,3,2019
Jet Airways,Banglore,Delhi,0,8016.0,175,27,6,2019,15,15,18,10,27,6,2019
Jet Airways,Delhi,Cochin,1,10262.0,335,6,9,2019,22,50,4,25,6,10,2019
SpiceJet,Kolkata,Banglore,0,3841.0,150,15,6,2019,14,55,17,25,15,6,2019
Jet Airways,Banglore,Delhi,1,11507.0,885,3,12,2019,9,45,0,30,13,3,2019
Jet Airways,Kolkata,Banglore,1,14781.0,740,5,1,2019,8,25,20,45,5,1,2019
Jet Airways,Delhi,Cochin,1,16079.0,1530,27,5,2019,17,30,19,0,28,5,2019
Jet Airways,Delhi,Cochin,1,12898.0,335,27,5,2019,22,50,4,25,28,5,2019
Multiple carriers,Delhi,Cochin,1,15353.0,705,3,6,2019,7,30,19,15,3,6,2019
IndiGo,Banglore,Delhi,0,7303.0,175,24,3,2019,18,25,21,20,24,3,2019
SpiceJet,Kolkata,Banglore,1,6197.0,340,24,3,2019,15,5,20,45,24,3,2019
Air India,Kolkata,Banglore,1,8996.0,245,6,9,2019,9,10,13,15,6,9,2019
IndiGo,Delhi,Cochin,1,6528.0,480,21,3,2019,14,20,22,20,21,3,2019
GoAir,Banglore,Delhi,0,4239.0,165,4,9,2019,20,55,23,40,4,9,2019
IndiGo,Kolkata,Banglore,0,4148.0,160,3,12,2019,20,25,23,5,3,12,2019
SpiceJet,Banglore,Delhi,0,3971.0,175,24,5,2019,21,10,0,5,25,5,2019
Air Asia,Kolkata,Banglore,1,5192.0,955,5,6,2019,7,35,23,30,5,6,2019
Jet Airways,Delhi,Cochin,2,9483.0,1390,4,9,2019,13,25,12,35,4,10,2019
Jet Airways,Delhi,Cochin,2,18804.0,440,6,3,2019,11,40,19,0,6,3,2019
Air India,Delhi,Cochin,0,5201.0,170,18,6,2019,5,10,8,0,18,6,2019
Jet Airways,Delhi,Cochin,1,16079.0,450,27,5,2019,11,30,19,0,27,5,2019
Jet Airways,Banglore,Delhi,0,7229.0,180,15,6,2019,19,50,22,50,15,6,2019
Multiple carriers,Delhi,Cochin,1,6795.0,465,27,5,2019,17,45,1,30,28,5,2019
Jet Airways,Kolkata,Banglore,1,10953.0,1520,5,9,2019,9,35,10,55,5,10,2019
Multiple carriers,Delhi,Cochin,2,15965.0,625,24,6,2019,15,5,1,30,25,6,2019
Air India,Delhi,Cochin,2,9968.0,1820,4,9,2019,12,55,19,15,4,10,2019
IndiGo,Kolkata,Banglore,0,4804.0,155,6,6,2019,22,15,0,50,6,7,2019
Jet Airways,Delhi,Cochin,1,16079.0,540,27,5,2019,10,0,19,0,27,5,2019
Jet Airways,Delhi,Cochin,2,11507.0,910,6,12,2019,21,25,12,35,13,6,2019
Air India,Kolkata,Banglore,2,11542.0,1700,6,9,2019,9,25,13,45,6,10,2019
Jet Airways,Banglore,Delhi,0,7229.0,180,24,4,2019,17,45,20,45,24,4,2019
Jet Airways,Banglore,Delhi,0,4544.0,165,27,4,2019,6,0,8,45,27,4,2019
IndiGo,Delhi,Cochin,1,6496.0,295,15,5,2019,5,10,10,5,15,5,2019
IndiGo,Kolkata,Banglore,0,4804.0,160,15,6,2019,21,25,0,5,16,6,2019
Air India,Banglore,Delhi,1,13439.0,1330,3,1,2019,11,5,9,15,3,2,2019
Jet Airways,Delhi,Cochin,1,6540.0,610,27,3,2019,18,15,4,25,28,3,2019
IndiGo,Banglore,Delhi,0,4591.0,170,6,1,2019,23,30,2,20,6,2,2019
IndiGo,Banglore,Delhi,1,4437.0,260,18,3,2019,16,15,20,35,18,3,2019
Air Asia,Delhi,Cochin,1,6151.0,660,21,3,2019,20,10,7,10,22,3,2019
Jet Airways,Banglore,Delhi,0,7754.0,180,21,6,2019,17,45,20,45,21,6,2019
Jet Airways,Delhi,Cochin,1,10262.0,1355,24,6,2019,14,0,12,35,25,6,2019
Jet Airways,Banglore,Delhi,0,8016.0,185,6,9,2019,18,55,22,0,6,9,2019
SpiceJet,Kolkata,Banglore,0,4781.0,160,24,3,2019,6,55,9,35,24,3,2019
Vistara,Banglore,Delhi,0,4668.0,170,27,6,2019,11,30,14,20,27,6,2019
Air India,Banglore,Delhi,1,14594.0,1265,3,6,2019,11,50,8,55,3,7,2019
Jet Airways,Kolkata,Banglore,1,14231.0,710,24,3,2019,16,55,4,45,25,3,2019
Air India,Delhi,Cochin,1,8425.0,1535,15,5,2019,5,15,6,50,16,5,2019
Multiple carriers,Delhi,Cochin,1,9646.0,925,6,12,2019,7,5,22,30,6,12,2019
IndiGo,Chennai,Kolkata,0,7295.0,145,3,3,2019,14,40,17,5,3,3,2019
Air Asia,Kolkata,Banglore,1,5162.0,220,4,9,2019,6,50,10,30,4,9,2019
IndiGo,Banglore,Delhi,0,6860.0,175,3,9,2019,18,25,21,20,3,9,2019
Vistara,Delhi,Cochin,0,6216.0,190,15,4,2019,6,0,9,10,15,4,2019
Air Asia,Kolkata,Banglore,1,5192.0,710,24,5,2019,7,35,19,25,24,5,2019
IndiGo,Banglore,Delhi,0,4823.0,170,4,9,2019,20,0,22,50,4,9,2019
SpiceJet,Banglore,Delhi,0,3919.0,170,4,3,2019,9,30,12,20,4,3,2019
IndiGo,Mumbai,Hyderabad,0,2754.0,90,6,3,2019,19,5,20,35,6,3,2019
Multiple carriers,Delhi,Cochin,1,9315.0,690,5,9,2019,7,30,19,0,5,9,2019
Multiple carriers,Delhi,Cochin,1,11667.0,530,27,3,2019,10,0,18,50,27,3,2019
Jet Airways,Kolkata,Banglore,1,6224.0,1215,6,12,2019,8,25,4,40,13,6,2019
Air India,Kolkata,Banglore,2,13349.0,1210,24,3,2019,9,25,5,35,25,3,2019
Jet Airways,Banglore,Delhi,1,11087.0,965,18,3,2019,16,55,9,0,16,3,2019
Multiple carriers,Delhi,Cochin,1,15603.0,755,3,6,2019,13,0,1,35,3,7,2019
Jet Airways,Delhi,Cochin,2,15129.0,1025,5,9,2019,19,30,12,35,5,10,2019
IndiGo,Banglore,Delhi,0,4823.0,180,4,9,2019,16,55,19,55,4,9,2019
Vistara,Kolkata,Banglore,1,8452.0,930,5,1,2019,7,10,22,40,5,1,2019
Multiple carriers,Delhi,Cochin,1,12524.0,690,6,6,2019,7,30,19,0,6,6,2019
SpiceJet,Chennai,Kolkata,0,3384.0,140,27,3,2019,17,45,20,5,27,3,2019
Jet Airways,Delhi,Cochin,1,10262.0,1425,6,1,2019,19,15,19,0,6,2,2019
SpiceJet,Mumbai,Hyderabad,0,1965.0,90,18,6,2019,13,15,14,45,18,6,2019
IndiGo,Kolkata,Banglore,0,4804.0,155,18,5,2019,22,15,0,50,19,5,2019
Jet Airways,Delhi,Cochin,1,16079.0,1485,27,5,2019,18,15,19,0,28,5,2019
Jet Airways,Delhi,Cochin,2,13292.0,1295,6,1,2019,21,25,19,0,6,2,2019
Air Asia,Delhi,Cochin,1,6751.0,330,5,9,2019,7,55,13,25,5,9,2019
Air India,Delhi,Cochin,1,8669.0,735,15,5,2019,7,0,19,15,15,5,2019
IndiGo,Delhi,Cochin,1,14871.0,485,3,3,2019,17,30,1,35,3,4,2019
Jet Airways,Delhi,Cochin,1,12898.0,300,21,5,2019,14,0,19,0,21,5,2019
SpiceJet,Banglore,Delhi,0,3919.0,170,6,6,2019,9,30,12,20,6,6,2019
Multiple carriers,Delhi,Cochin,1,36983.0,385,3,1,2019,12,50,19,15,3,1,2019
IndiGo,Chennai,Kolkata,0,3597.0,140,6,3,2019,19,35,21,55,6,3,2019
Air India,Banglore,Delhi,0,10741.0,165,3,9,2019,17,0,19,45,3,9,2019
Air India,Kolkata,Banglore,2,11432.0,765,6,6,2019,16,50,5,35,6,7,2019
Jet Airways,Banglore,Delhi,1,11087.0,950,3,12,2019,18,55,10,45,13,3,2019
Jet Airways,Delhi,Cochin,2,13292.0,1620,6,3,2019,9,35,12,35,6,4,2019
Air India,Delhi,Cochin,3,10493.0,1585,15,6,2019,5,15,7,40,16,6,2019
GoAir,Banglore,Delhi,0,7631.0,175,3,9,2019,7,45,10,40,3,9,2019
Air India,Delhi,Cochin,2,13381.0,1490,6,6,2019,6,50,7,40,6,7,2019
Jet Airways,Kolkata,Banglore,1,13731.0,520,6,6,2019,20,0,4,40,6,7,2019
Air India,Delhi,Cochin,2,11911.0,1545,21,5,2019,5,55,7,40,22,5,2019
IndiGo,Banglore,Delhi,0,4591.0,170,18,4,2019,23,30,2,20,19,4,2019
Multiple carriers,Delhi,Cochin,1,14848.0,375,6,3,2019,13,0,19,15,6,3,2019
Multiple carriers,Delhi,Cochin,1,8266.0,630,6,12,2019,8,45,19,15,6,12,2019
Air India,Delhi,Cochin,2,12392.0,1560,18,5,2019,17,15,19,15,19,5,2019
Jet Airways,Kolkata,Banglore,1,13044.0,1025,6,12,2019,18,55,12,0,13,6,2019
Jet Airways,Delhi,Cochin,1,12898.0,1280,21,5,2019,7,5,4,25,22,5,2019
Jet Airways,Delhi,Cochin,1,12242.0,335,21,3,2019,22,50,4,25,22,3,2019
IndiGo,Banglore,Delhi,0,3943.0,170,18,5,2019,10,10,13,0,18,5,2019
Vistara,Kolkata,Banglore,1,11105.0,1550,24,3,2019,20,20,22,10,25,3,2019
Jet Airways,Kolkata,Banglore,1,14388.0,730,5,12,2019,21,10,9,20,13,5,2019
Jet Airways,Delhi,Cochin,2,13014.0,1025,18,5,2019,19,30,12,35,19,5,2019
Multiple carriers,Delhi,Cochin,1,15411.0,510,3,6,2019,10,20,18,50,3,6,2019
Jet Airways,Delhi,Cochin,1,16289.0,1385,3,9,2019,19,45,18,50,3,10,2019
IndiGo,Delhi,Cochin,1,6442.0,560,15,5,2019,6,50,16,10,15,5,2019
Jet Airways,Kolkata,Banglore,1,10844.0,475,18,5,2019,8,25,16,20,18,5,2019
Jet Airways,Mumbai,Hyderabad,0,5678.0,90,18,5,2019,10,20,11,50,18,5,2019
IndiGo,Banglore,Delhi,0,6906.0,170,4,12,2019,23,30,2,20,13,4,2019
SpiceJet,Chennai,Kolkata,0,3543.0,135,21,5,2019,9,45,12,0,21,5,2019
Jet Airways,Delhi,Cochin,1,14714.0,600,6,6,2019,9,0,19,0,6,6,2019
Vistara Premium economy,Banglore,Delhi,0,11793.0,155,3,3,2019,16,0,18,35,3,3,2019
Multiple carriers,Delhi,Cochin,1,14323.0,465,15,5,2019,11,30,19,15,15,5,2019
SpiceJet,Banglore,Delhi,0,3971.0,175,4,9,2019,21,10,0,5,4,10,2019
Vistara,Kolkata,Banglore,1,8452.0,1580,5,6,2019,20,20,22,40,5,7,2019
Vistara,Banglore,Delhi,0,5403.0,160,4,12,2019,7,0,9,40,4,12,2019
Multiple carriers,Delhi,Cochin,1,13727.0,660,5,9,2019,10,0,21,0,5,9,2019
Air India,Kolkata,Banglore,2,12639.0,1165,4,1,2019,10,0,5,25,4,2,2019
Jet Airways,Banglore,Delhi,0,5198.0,175,18,4,2019,15,15,18,10,18,4,2019
Vistara,Banglore,Delhi,0,4878.0,165,6,1,2019,19,30,22,15,6,1,2019
Jet Airways,Delhi,Cochin,1,12373.0,1395,18,5,2019,19,45,19,0,19,5,2019
Multiple carriers,Delhi,Cochin,1,8552.0,540,3,3,2019,7,10,16,10,3,3,2019
Vistara,Delhi,Cochin,0,6741.0,190,21,4,2019,14,40,17,50,21,4,2019
Multiple carriers,Delhi,Cochin,1,6481.0,385,4,9,2019,12,50,19,15,4,9,2019
Multiple carriers,Delhi,Cochin,1,7354.0,520,6,6,2019,10,35,19,15,6,6,2019
Air India,Banglore,Delhi,0,5228.0,170,21,4,2019,21,5,23,55,21,4,2019
Jet Airways,Kolkata,Banglore,1,10844.0,740,5,12,2019,8,25,20,45,5,12,2019
IndiGo,Delhi,Cochin,1,6347.0,320,18,5,2019,6,50,12,10,18,5,2019
Air India,Banglore,Delhi,1,5013.0,240,15,3,2019,8,15,12,15,15,3,2019
Jet Airways,Kolkata,Banglore,1,9663.0,585,6,9,2019,18,55,4,40,6,10,2019
IndiGo,Banglore,Delhi,0,4823.0,175,4,6,2019,18,25,21,20,4,6,2019
Air India,Delhi,Cochin,2,13381.0,1580,24,6,2019,16,55,19,15,25,6,2019
SpiceJet,Chennai,Kolkata,0,3543.0,135,6,1,2019,9,45,12,0,6,1,2019
Jet Airways,Kolkata,Banglore,1,9663.0,585,15,5,2019,18,55,4,40,16,5,2019
Jet Airways,Kolkata,Banglore,1,7064.0,1495,4,1,2019,18,55,19,50,4,2,2019
Jet Airways,Delhi,Cochin,1,10262.0,715,6,9,2019,7,5,19,0,6,9,2019
Air India,Delhi,Cochin,2,13013.0,500,6,1,2019,10,55,19,15,6,1,2019
Jet Airways,Delhi,Cochin,2,15339.0,1045,27,6,2019,19,10,12,35,28,6,2019
GoAir,Banglore,Delhi,0,4937.0,170,18,4,2019,11,40,14,30,18,4,2019
IndiGo,Delhi,Cochin,1,6818.0,425,6,6,2019,5,5,12,10,6,6,2019
Air India,Delhi,Cochin,2,10441.0,1275,18,5,2019,22,0,19,15,19,5,2019
Jet Airways,Delhi,Cochin,1,5177.0,300,4,3,2019,14,0,19,0,4,3,2019
IndiGo,Chennai,Kolkata,0,3858.0,145,27,6,2019,11,35,14,0,27,6,2019
IndiGo,Kolkata,Banglore,1,6534.0,315,18,5,2019,21,0,2,15,19,5,2019
Multiple carriers,Delhi,Cochin,1,6795.0,910,15,6,2019,10,20,1,30,16,6,2019
Multiple carriers,Delhi,Cochin,1,9736.0,705,6,3,2019,7,30,19,15,6,3,2019
Jet Airways,Banglore,Delhi,0,7229.0,180,5,1,2019,19,50,22,50,5,1,2019
SpiceJet,Delhi,Cochin,1,4957.0,295,24,4,2019,17,55,22,50,24,4,2019
IndiGo,Banglore,Delhi,0,7648.0,165,3,9,2019,6,0,8,45,3,9,2019
SpiceJet,Kolkata,Banglore,0,3873.0,150,15,6,2019,14,55,17,25,15,6,2019
Jet Airways,Kolkata,Banglore,1,14388.0,585,5,12,2019,18,55,4,40,13,5,2019
IndiGo,Kolkata,Banglore,0,5618.0,160,3,6,2019,17,15,19,55,3,6,2019
Multiple carriers,Delhi,Cochin,1,7408.0,390,6,9,2019,19,0,1,30,6,10,2019
Air Asia,Delhi,Cochin,1,13774.0,330,3,3,2019,16,45,22,15,3,3,2019
Vistara,Banglore,Delhi,0,4668.0,160,5,3,2019,7,0,9,40,5,3,2019
Jet Airways,Delhi,Cochin,2,13082.0,2045,21,3,2019,18,20,4,25,23,3,2019
Air India,Delhi,Cochin,1,8669.0,925,6,3,2019,3,50,19,15,6,3,2019
IndiGo,Delhi,Cochin,1,6316.0,570,24,6,2019,16,0,1,30,25,6,2019
Jet Airways,Delhi,Cochin,1,12583.0,365,3,6,2019,22,20,4,25,3,7,2019
Vistara,Banglore,Delhi,0,7923.0,160,3,9,2019,16,10,18,50,3,9,2019
GoAir,Delhi,Cochin,1,7378.0,350,3,3,2019,7,0,12,50,3,3,2019
Vistara,Banglore,Delhi,0,4878.0,165,6,3,2019,19,30,22,15,6,3,2019
Jet Airways,Kolkata,Banglore,1,10844.0,1640,18,5,2019,16,30,19,50,19,5,2019
Jet Airways,Banglore,Delhi,0,7229.0,180,4,3,2019,8,20,11,20,4,3,2019
SpiceJet,Delhi,Cochin,1,6297.0,315,21,5,2019,6,5,11,20,21,5,2019
Jet Airways,Kolkata,Banglore,1,8529.0,960,6,12,2019,20,0,12,0,13,6,2019
Multiple carriers,Delhi,Cochin,1,13727.0,420,18,5,2019,14,0,21,0,18,5,2019
SpiceJet,Kolkata,Banglore,1,6643.0,520,24,5,2019,8,35,17,15,24,5,2019
Multiple carriers,Delhi,Cochin,1,10197.0,540,5,9,2019,10,0,19,0,5,9,2019
SpiceJet,Kolkata,Banglore,0,4911.0,140,21,4,2019,22,20,0,40,22,4,2019
IndiGo,Chennai,Kolkata,0,6482.0,140,3,6,2019,5,15,7,35,3,6,2019
Jet Airways,Banglore,Delhi,1,26890.0,380,3,1,2019,8,55,15,15,3,1,2019
IndiGo,Kolkata,Banglore,1,3717.0,265,18,5,2019,19,20,23,45,18,5,2019
IndiGo,Chennai,Kolkata,0,3597.0,140,6,1,2019,13,15,15,35,6,1,2019
Air India,Banglore,Delhi,2,10846.0,665,18,3,2019,11,5,22,10,18,3,2019
Air India,Banglore,Delhi,1,14069.0,1015,3,1,2019,5,50,22,45,3,1,2019
Jet Airways,Delhi,Cochin,1,5177.0,825,4,1,2019,22,50,12,35,4,2,2019
Air India,Delhi,Cochin,2,14641.0,1545,3,6,2019,5,55,7,40,3,7,2019
IndiGo,Delhi,Cochin,1,6442.0,835,6,6,2019,8,35,22,30,6,6,2019
Air India,Delhi,Cochin,1,5704.0,315,21,3,2019,17,45,23,0,21,3,2019
Jet Airways,Kolkata,Banglore,1,9663.0,1155,5,6,2019,14,5,9,20,5,7,2019
Jet Airways,Delhi,Cochin,1,14714.0,450,6,6,2019,20,55,4,25,6,7,2019
Jet Airways,Delhi,Cochin,1,5406.0,540,4,1,2019,10,0,19,0,4,1,2019
Vistara,Kolkata,Banglore,1,8610.0,1440,15,5,2019,20,20,20,20,16,5,2019
Jet Airways,Delhi,Cochin,2,14237.0,1090,6,12,2019,18,25,12,35,13,6,2019
IndiGo,Banglore,Delhi,0,4823.0,175,6,9,2019,7,10,10,5,6,9,2019
IndiGo,Mumbai,Hyderabad,0,2227.0,90,27,3,2019,20,5,21,35,27,3,2019
Jet Airways,Delhi,Cochin,1,12373.0,1280,18,5,2019,7,5,4,25,19,5,2019
Air India,Delhi,Cochin,1,8372.0,375,6,6,2019,13,0,19,15,6,6,2019
Jet Airways,Delhi,Cochin,1,17024.0,870,3,3,2019,13,55,4,25,3,4,2019
Air India,Mumbai,Hyderabad,0,3100.0,80,27,5,2019,21,5,22,25,27,5,2019
Jet Airways,Delhi,Cochin,1,14053.0,775,3,9,2019,6,50,19,45,3,9,2019
IndiGo,Chennai,Kolkata,0,3540.0,145,5,9,2019,5,15,7,40,5,9,2019
Vistara,Kolkata,Banglore,1,9345.0,1350,21,5,2019,20,20,18,50,22,5,2019
Jet Airways,Delhi,Cochin,2,10368.0,1375,6,1,2019,5,30,4,25,6,2,2019
Jet Airways,Banglore,Delhi,1,26890.0,325,3,1,2019,7,0,12,25,3,1,2019
SpiceJet,Mumbai,Hyderabad,0,5755.0,85,3,9,2019,8,50,10,15,3,9,2019
Jet Airways,Banglore,Delhi,1,7832.0,435,21,3,2019,8,55,16,10,21,3,2019
Jet Airways,Kolkata,Banglore,1,14388.0,740,5,6,2019,8,25,20,45,5,6,2019
Air India,Delhi,Cochin,2,8839.0,1210,27,6,2019,13,15,9,25,28,6,2019
Air India,Delhi,Cochin,2,22096.0,1275,3,3,2019,22,0,19,15,3,4,2019
Vistara,Chennai,Kolkata,0,3687.0,135,27,5,2019,7,5,9,20,27,5,2019
Multiple carriers,Delhi,Cochin,1,9627.0,630,15,5,2019,8,30,19,0,15,5,2019
Multiple carriers,Delhi,Cochin,1,13542.0,845,21,3,2019,11,30,1,35,22,3,2019
IndiGo,Banglore,Delhi,0,4423.0,170,27,4,2019,4,0,6,50,27,4,2019
IndiGo,Delhi,Cochin,2,8899.0,985,3,3,2019,4,55,21,20,3,3,2019
SpiceJet,Delhi,Cochin,1,5583.0,315,21,4,2019,6,5,11,20,21,4,2019
Air Asia,Delhi,Cochin,1,6752.0,830,27,5,2019,16,45,6,35,28,5,2019
SpiceJet,Chennai,Kolkata,0,3543.0,135,21,5,2019,8,20,10,35,21,5,2019
Jet Airways,Banglore,Delhi,1,7832.0,435,21,3,2019,8,0,15,15,21,3,2019
Air India,Kolkata,Banglore,2,10991.0,1625,5,1,2019,5,50,8,55,5,2,2019
Jet Airways,Delhi,Cochin,1,12898.0,1655,27,5,2019,9,0,12,35,28,5,2019
Jet Airways,Delhi,Cochin,1,12898.0,300,27,5,2019,14,0,19,0,27,5,2019
GoAir,Banglore,Delhi,0,3398.0,170,24,5,2019,11,40,14,30,24,5,2019
Air India,Delhi,Cochin,0,5201.0,170,24,4,2019,5,10,8,0,24,4,2019
Air India,Kolkata,Banglore,2,13873.0,920,5,6,2019,10,0,1,20,5,7,2019
Air India,Delhi,Cochin,1,7384.0,320,15,6,2019,17,40,23,0,15,6,2019
Jet Airways,Delhi,Cochin,1,10262.0,610,6,6,2019,18,15,4,25,6,7,2019
Jet Airways,Kolkata,Banglore,1,10031.0,1655,24,3,2019,8,25,12,0,25,3,2019
Jet Airways,Kolkata,Banglore,1,12384.0,575,5,6,2019,9,35,19,10,5,6,2019
Jet Airways,Kolkata,Banglore,1,7757.0,1690,5,9,2019,14,5,18,15,5,10,2019
Jet Airways,Banglore,Delhi,1,17261.0,840,3,6,2019,21,25,11,25,3,7,2019
SpiceJet,Chennai,Kolkata,0,7298.0,155,3,1,2019,9,30,12,5,3,1,2019
Jet Airways,Banglore,Delhi,0,7229.0,175,4,6,2019,15,15,18,10,4,6,2019
IndiGo,Kolkata,Banglore,0,4174.0,155,4,1,2019,4,40,7,15,4,1,2019
IndiGo,Kolkata,Banglore,1,5699.0,280,18,5,2019,17,35,22,15,18,5,2019
Air India,Kolkata,Banglore,0,4880.0,150,24,4,2019,14,15,16,45,24,4,2019
Air India,Delhi,Cochin,1,15284.0,675,3,6,2019,8,0,19,15,3,6,2019
Jet Airways,Kolkata,Banglore,1,13759.0,475,24,3,2019,8,25,16,20,24,3,2019
Vistara,Kolkata,Banglore,1,16092.0,530,24,3,2019,9,55,18,45,24,3,2019
IndiGo,Mumbai,Hyderabad,0,4392.0,85,3,9,2019,6,20,7,45,3,9,2019
Jet Airways,Delhi,Cochin,1,10262.0,940,24,6,2019,20,55,12,35,25,6,2019
SpiceJet,Kolkata,Banglore,0,3841.0,155,6,12,2019,6,55,9,30,6,12,2019
GoAir,Banglore,Delhi,0,5048.0,175,6,1,2019,7,45,10,40,6,1,2019
Air India,Kolkata,Banglore,1,11096.0,805,21,5,2019,7,0,20,25,21,5,2019
IndiGo,Delhi,Cochin,1,5073.0,275,24,4,2019,7,35,12,10,24,4,2019
Jet Airways,Delhi,Cochin,1,19828.0,1110,3,3,2019,9,55,4,25,3,4,2019
Vistara,Chennai,Kolkata,0,3739.0,135,21,3,2019,7,5,9,20,21,3,2019
Air India,Delhi,Cochin,2,10598.0,2295,3,9,2019,5,0,19,15,3,10,2019
Jet Airways,Banglore,Delhi,0,7229.0,185,15,6,2019,18,55,22,0,15,6,2019
Vistara,Kolkata,Banglore,1,8610.0,1550,4,1,2019,17,0,18,50,4,2,2019
Vistara,Delhi,Cochin,0,6216.0,190,5,9,2019,14,40,17,50,5,9,2019
Air India,Banglore,Delhi,0,6961.0,170,6,9,2019,13,20,16,10,6,9,2019
Jet Airways,Kolkata,Banglore,1,10703.0,690,5,6,2019,9,35,21,5,5,6,2019
Jet Airways,Kolkata,Banglore,1,14151.0,395,15,5,2019,17,0,23,35,15,5,2019
Jet Airways,Kolkata,Banglore,1,8586.0,1655,5,9,2019,6,30,10,5,5,10,2019
IndiGo,Kolkata,Banglore,0,4488.0,155,4,12,2019,20,20,22,55,4,12,2019
Multiple carriers,Delhi,Cochin,1,7408.0,450,15,6,2019,18,0,1,30,16,6,2019
Jet Airways,Delhi,Cochin,0,5443.0,195,18,4,2019,11,0,14,15,18,4,2019
Jet Airways,Kolkata,Banglore,1,10539.0,575,6,12,2019,9,35,19,10,6,12,2019
Multiple carriers,Delhi,Cochin,1,7723.0,750,6,1,2019,13,0,1,30,6,2,2019
Multiple carriers,Delhi,Cochin,1,15411.0,680,3,6,2019,7,30,18,50,3,6,2019
Jet Airways,Banglore,Delhi,0,7229.0,180,21,5,2019,7,10,10,10,21,5,2019
IndiGo,Kolkata,Banglore,0,4804.0,155,21,6,2019,20,20,22,55,21,6,2019
Jet Airways,Mumbai,Hyderabad,0,4050.0,90,3,3,2019,2,55,4,25,3,3,2019
Jet Airways,Kolkata,Banglore,1,14151.0,1570,18,5,2019,17,0,19,10,19,5,2019
SpiceJet,Delhi,Cochin,1,4957.0,295,4,6,2019,17,55,22,50,4,6,2019
Air India,Banglore,Delhi,0,7591.0,165,3,3,2019,21,10,23,55,3,3,2019
Jet Airways,Kolkata,Banglore,1,11134.0,520,24,3,2019,13,55,22,35,24,3,2019
IndiGo,Delhi,Cochin,1,6600.0,425,27,5,2019,5,5,12,10,27,5,2019
Air India,Banglore,Delhi,0,4966.0,165,3,9,2019,21,10,23,55,3,9,2019
