Airline,Source,Destination,Total_Stops,Duration_Hours_Minutes,Day_of_Departure,Month_of_Departure,Year_of_Departure,Dep_Time_Hour,Dep_Time_Minute,Arrival_Time_Hour,Arrival_Time_Minute,Day_of_Arrival,Month_of_Arrival,Year_of_Arrival
Multiple carriers,Delhi,Cochin,1,840,27,6,2019,11,30,1,30,28,6,2019
Air India,Delhi,Cochin,1,555,15,6,2019,10,0,19,15,15,6,2019
Air India,Kolkata,Banglore,1,745,21,5,2019,9,25,21,50,21,5,2019
Jet Airways,Banglore,Delhi,0,175,21,4,2019,15,15,18,10,21,4,2019
Jet Airways,Banglore,Delhi,1,615,3,12,2019,21,25,7,40,13,3,2019
IndiGo,Kolkata,Banglore,0,155,27,4,2019,22,15,0,50,28,4,2019
SpiceJet,Kolkata,Banglore,0,140,3,9,2019,22,20,0,40,3,10,2019
Jet Airways,Banglore,Delhi,0,180,15,6,2019,17,45,20,45,15,6,2019
Jet Airways,Kolkata,Banglore,1,730,24,5,2019,16,30,4,40,25,5,2019
Jet Airways,Banglore,Delhi,1,730,3,6,2019,7,0,19,10,3,6,2019
Jet Airways,Delhi,Cochin,2,1195,27,6,2019,23,5,19,0,28,6,2019
Jet Airways,Banglore,Delhi,1,950,3,12,2019,18,55,10,45,13,3,2019
IndiGo,Delhi,Cochin,1,940,27,6,2019,6,50,22,30,27,6,2019
Jet Airways,Kolkata,Banglore,1,585,6,12,2019,18,55,4,40,13,6,2019
Jet Airways,Delhi,Cochin,2,1320,6,9,2019,14,35,12,35,6,10,2019
Air India,Delhi,Cochin,3,2280,21,3,2019,5,15,19,15,22,3,2019
IndiGo,Chennai,Kolkata,0,135,27,3,2019,13,20,15,35,27,3,2019
Air Asia,Delhi,Cochin,1,330,15,6,2019,7,55,13,25,15,6,2019
Vistara,Mumbai,Hyderabad,1,1505,3,6,2019,15,40,16,45,3,7,2019
Jet Airways,Banglore,Delhi,0,180,18,6,2019,8,20,11,20,18,6,2019
Air India,Delhi,Cochin,2,1580,21,5,2019,7,5,9,25,22,5,2019
Air India,Kolkata,Banglore,1,270,24,3,2019,9,10,13,40,24,3,2019
Vistara,Kolkata,Banglore,1,1655,6,12,2019,7,10,10,45,13,6,2019
Jet Airways,Mumbai,Hyderabad,0,90,21,3,2019,15,50,17,20,21,3,2019
Jet Airways,Delhi,Cochin,2,1395,27,3,2019,5,10,4,25,28,3,2019
IndiGo,Delhi,Cochin,1,295,5,9,2019,5,10,10,5,5,9,2019
Air India,Kolkata,Banglore,2,760,5,1,2019,9,10,21,50,5,1,2019
Jet Airways,Kolkata,Banglore,1,510,24,5,2019,14,5,22,35,24,5,2019
Jet Airways,Delhi,Cochin,1,660,21,5,2019,8,0,19,0,21,5,2019
SpiceJet,Kolkata,Banglore,0,155,27,6,2019,6,55,9,30,27,6,2019
IndiGo,Banglore,Delhi,0,165,4,6,2019,6,5,8,50,4,6,2019
Vistara,Banglore,Delhi,0,170,4,9,2019,11,30,14,20,4,9,2019
Multiple carriers,Delhi,Cochin,1,395,3,6,2019,8,55,15,30,3,6,2019
IndiGo,Mumbai,Hyderabad,0,90,21,6,2019,6,25,7,55,21,6,2019
SpiceJet,Kolkata,Banglore,0,150,5,1,2019,17,10,19,40,5,1,2019
Multiple carriers Premium economy,Delhi,Cochin,1,680,21,3,2019,7,30,18,50,21,3,2019
Jet Airways,Kolkata,Banglore,1,1005,5,9,2019,17,0,9,45,5,10,2019
IndiGo,Delhi,Cochin,1,705,6,6,2019,9,15,21,0,6,6,2019
Jet Airways,Banglore,Delhi,0,180,18,4,2019,8,20,11,20,18,4,2019
IndiGo,Delhi,Cochin,1,275,24,4,2019,7,35,12,10,24,4,2019
Air India,Delhi,Cochin,2,1730,6,9,2019,14,25,19,15,6,10,2019
IndiGo,Banglore,Delhi,0,170,18,6,2019,4,0,6,50,18,6,2019
Jet Airways,Kolkata,Banglore,1,740,4,1,2019,8,25,20,45,4,1,2019
Multiple carriers,Delhi,Cochin,1,455,6,3,2019,11,40,19,15,6,3,2019
SpiceJet,Delhi,Cochin,1,315,6,6,2019,6,5,11,20,6,6,2019
Jet Airways,Delhi,Cochin,1,1655,6,3,2019,9,0,12,35,6,4,2019
Jet Airways,Delhi,Cochin,1,1015,3,3,2019,11,30,4,25,3,4,2019
Air India,Kolkata,Banglore,2,1105,5,9,2019,14,30,8,55,5,10,2019
Jet Airways,Banglore,Delhi,1,1090,3,6,2019,14,5,8,15,3,7,2019
Air India,Kolkata,Banglore,1,905,4,1,2019,16,50,7,55,4,2,2019
IndiGo,Delhi,Cochin,1,575,3,6,2019,16,0,1,35,3,7,2019
Jet Airways,Kolkata,Banglore,1,585,4,1,2019,18,55,4,40,4,2,2019
Jet Airways,Banglore,Delhi,1,1090,18,3,2019,14,5,8,15,16,3,2019
Multiple carriers,Delhi,Cochin,1,510,4,9,2019,17,0,1,30,4,10,2019
Jet Airways,Delhi,Cochin,1,1010,21,5,2019,19,45,12,35,22,5,2019
Jet Airways,Delhi,Cochin,1,440,3,6,2019,11,30,18,50,3,6,2019
Jet Airways,Delhi,Cochin,1,745,6,9,2019,16,0,4,25,6,10,2019
Air Asia,Delhi,Cochin,1,660,27,3,2019,20,10,7,10,28,3,2019
Vistara,Mumbai,Hyderabad,1,745,3,6,2019,7,30,19,55,3,6,2019
SpiceJet,Banglore,Delhi,0,175,24,4,2019,21,10,0,5,25,4,2019
IndiGo,Delhi,Cochin,1,975,5,9,2019,9,15,1,30,5,10,2019
Multiple carriers,Delhi,Cochin,1,780,15,6,2019,6,0,19,0,15,6,2019
Air India,Chennai,Kolkata,0,135,24,6,2019,11,40,13,55,24,6,2019
Jet Airways,Banglore,Delhi,1,935,3,1,2019,5,45,21,20,3,1,2019
IndiGo,Banglore,Delhi,1,290,3,1,2019,7,30,12,20,3,1,2019
Air India,Delhi,Cochin,2,2240,6,9,2019,5,55,19,15,6,10,2019
IndiGo,Delhi,Cochin,1,425,27,4,2019,5,5,12,10,27,4,2019
GoAir,Banglore,Delhi,0,170,18,4,2019,11,40,14,30,18,4,2019
Air Asia,Banglore,Delhi,0,165,21,4,2019,11,10,13,55,21,4,2019
IndiGo,Kolkata,Banglore,1,295,18,5,2019,9,20,14,15,18,5,2019
Jet Airways,Mumbai,Hyderabad,0,90,15,3,2019,19,35,21,5,15,3,2019
GoAir,Delhi,Cochin,1,370,27,6,2019,7,25,13,35,27,6,2019
Jet Airways,Kolkata,Banglore,1,1335,24,5,2019,20,0,18,15,25,5,2019
Air India,Kolkata,Banglore,0,150,18,5,2019,14,15,16,45,18,5,2019
Air India,Banglore,Delhi,1,525,3,1,2019,11,5,19,50,3,1,2019
IndiGo,Banglore,Delhi,0,170,6,9,2019,16,55,19,45,6,9,2019
Jet Airways,Delhi,Cochin,1,1165,6,9,2019,9,0,4,25,6,10,2019
IndiGo,Banglore,Delhi,0,175,27,6,2019,7,10,10,5,27,6,2019
Jet Airways,Delhi,Cochin,1,885,6,9,2019,21,50,12,35,6,10,2019
Jet Airways,Delhi,Cochin,1,1015,27,3,2019,11,30,4,25,28,3,2019
Jet Airways,Banglore,Delhi,0,175,4,6,2019,15,15,18,10,4,6,2019
IndiGo,Kolkata,Banglore,0,155,27,6,2019,11,30,14,5,27,6,2019
Vistara,Kolkata,Banglore,1,1580,6,12,2019,20,20,22,40,13,6,2019
Jet Airways,Banglore,Delhi,1,745,3,9,2019,8,55,21,20,3,9,2019
Jet Airways,Delhi,Cochin,2,1000,15,6,2019,11,45,4,25,16,6,2019
GoAir,Kolkata,Banglore,1,455,24,5,2019,16,40,0,15,25,5,2019
Multiple carriers,Delhi,Cochin,1,835,3,6,2019,7,5,21,0,3,6,2019
SpiceJet,Kolkata,Banglore,1,315,5,1,2019,15,5,20,20,5,1,2019
IndiGo,Kolkata,Banglore,1,220,6,6,2019,19,35,23,15,6,6,2019
Jet Airways,Kolkata,Banglore,1,575,21,5,2019,9,35,19,10,21,5,2019
SpiceJet,Kolkata,Banglore,0,155,27,5,2019,6,55,9,30,27,5,2019
Jet Airways,Delhi,Cochin,1,1040,15,6,2019,19,15,12,35,16,6,2019
Air India,Mumbai,Hyderabad,0,80,18,3,2019,6,20,7,40,18,3,2019
Jet Airways,Mumbai,Hyderabad,0,85,27,5,2019,7,5,8,30,27,5,2019
Jet Airways,Delhi,Cochin,2,1390,27,6,2019,13,25,12,35,28,6,2019
Jet Airways,Delhi,Cochin,1,865,24,6,2019,14,0,4,25,25,6,2019
Multiple carriers,Delhi,Cochin,1,615,15,5,2019,15,15,1,30,16,5,2019
Jet Airways,Delhi,Cochin,1,620,24,6,2019,2,15,12,35,24,6,2019
Jet Airways,Kolkata,Banglore,1,1235,24,3,2019,19,45,16,20,25,3,2019
Air India,Banglore,Delhi,2,1010,3,12,2019,17,25,10,15,13,3,2019
Multiple carriers,Delhi,Cochin,1,630,15,6,2019,15,0,1,30,16,6,2019
IndiGo,Delhi,Cochin,1,500,6,9,2019,17,10,1,30,6,10,2019
Jet Airways,Kolkata,Banglore,1,590,24,5,2019,8,25,18,15,24,5,2019
Jet Airways,Banglore,Delhi,1,1375,3,6,2019,21,25,20,20,3,7,2019
IndiGo,Banglore,Delhi,0,170,15,5,2019,22,10,1,0,16,5,2019
Jet Airways,Delhi,Cochin,1,1015,6,6,2019,11,30,4,25,6,7,2019
Vistara,Kolkata,Banglore,1,1070,24,3,2019,17,0,10,50,25,3,2019
Jet Airways,Kolkata,Banglore,1,505,4,1,2019,9,35,18,0,4,1,2019
SpiceJet,Kolkata,Banglore,0,140,21,3,2019,22,20,0,40,22,3,2019
Multiple carriers,Delhi,Cochin,1,830,4,9,2019,11,40,1,30,4,10,2019
Air India,Kolkata,Banglore,2,1625,15,5,2019,5,50,8,55,16,5,2019
Jet Airways,Mumbai,Hyderabad,0,90,18,6,2019,10,20,11,50,18,6,2019
IndiGo,Kolkata,Banglore,1,315,15,4,2019,15,15,20,30,15,4,2019
Multiple carriers,Delhi,Cochin,1,440,3,6,2019,11,30,18,50,3,6,2019
Vistara,Kolkata,Banglore,1,1655,21,5,2019,7,10,10,45,22,5,2019
IndiGo,Chennai,Kolkata,0,140,3,6,2019,7,55,10,15,3,6,2019
IndiGo,Delhi,Cochin,0,185,3,3,2019,14,30,17,35,3,3,2019
Air India,Kolkata,Banglore,1,245,5,12,2019,9,10,13,15,5,12,2019
Jet Airways,Kolkata,Banglore,1,585,4,1,2019,18,55,4,40,4,2,2019
Jet Airways,Delhi,Cochin,1,540,27,5,2019,10,0,19,0,27,5,2019
Jet Airways,Delhi,Cochin,2,830,24,6,2019,14,35,4,25,25,6,2019
IndiGo,Mumbai,Hyderabad,0,90,6,6,2019,6,25,7,55,6,6,2019
IndiGo,Delhi,Cochin,1,975,4,9,2019,9,15,1,30,4,10,2019
Jet Airways,Kolkata,Banglore,1,800,6,6,2019,18,55,8,15,6,7,2019
IndiGo,Kolkata,Banglore,1,240,24,5,2019,6,20,10,20,24,5,2019
Jet Airways,Kolkata,Banglore,1,585,24,5,2019,18,55,4,40,25,5,2019
GoAir,Banglore,Delhi,0,175,27,6,2019,7,45,10,40,27,6,2019
SpiceJet,Kolkata,Banglore,0,160,27,3,2019,6,55,9,35,27,3,2019
Multiple carriers,Delhi,Cochin,1,900,18,5,2019,6,0,21,0,18,5,2019
SpiceJet,Delhi,Cochin,1,315,6,9,2019,6,5,11,20,6,9,2019
Multiple carriers,Delhi,Cochin,1,660,4,9,2019,8,0,19,0,4,9,2019
Air India,Banglore,Delhi,0,170,18,6,2019,21,5,23,55,18,6,2019
SpiceJet,Delhi,Cochin,1,270,27,3,2019,8,45,13,15,27,3,2019
IndiGo,Delhi,Cochin,1,305,24,6,2019,20,25,1,30,25,6,2019
Jet Airways,Delhi,Cochin,1,330,6,1,2019,7,5,12,35,6,1,2019
SpiceJet,Mumbai,Hyderabad,0,90,5,6,2019,22,45,0,15,5,7,2019
Air India,Banglore,Delhi,0,165,21,4,2019,17,0,19,45,21,4,2019
Jet Airways,Banglore,Delhi,1,300,18,3,2019,5,45,10,45,18,3,2019
SpiceJet,Banglore,Delhi,0,175,6,3,2019,21,10,0,5,6,4,2019
IndiGo,Delhi,Cochin,1,665,27,6,2019,5,5,16,10,27,6,2019
IndiGo,Mumbai,Hyderabad,0,90,6,1,2019,21,20,22,50,6,1,2019
Jet Airways,Kolkata,Banglore,1,1605,24,3,2019,16,55,19,40,25,3,2019
Air India,Delhi,Cochin,2,2295,21,5,2019,5,0,19,15,22,5,2019
Jet Airways,Kolkata,Banglore,1,1365,15,5,2019,20,25,19,10,16,5,2019
SpiceJet,Chennai,Kolkata,0,140,15,5,2019,17,45,20,5,15,5,2019
IndiGo,Mumbai,Hyderabad,0,90,18,3,2019,16,55,18,25,18,3,2019
SpiceJet,Kolkata,Banglore,0,140,5,1,2019,22,20,0,40,5,2,2019
Air India,Kolkata,Banglore,2,1830,5,12,2019,12,0,18,30,13,5,2019
IndiGo,Kolkata,Banglore,0,160,3,1,2019,17,15,19,55,3,1,2019
Multiple carriers,Delhi,Cochin,1,555,6,1,2019,13,15,22,30,6,1,2019
Air India,Delhi,Cochin,2,1420,6,9,2019,9,45,9,25,6,10,2019
SpiceJet,Kolkata,Banglore,0,140,24,3,2019,22,20,0,40,25,3,2019
Jet Airways,Delhi,Cochin,2,555,27,3,2019,19,10,4,25,28,3,2019
Jet Airways,Kolkata,Banglore,1,865,24,5,2019,18,55,9,20,25,5,2019
Multiple carriers,Delhi,Cochin,1,930,6,6,2019,10,0,1,30,6,7,2019
Jet Airways,Delhi,Cochin,1,1425,18,5,2019,19,15,19,0,19,5,2019
IndiGo,Kolkata,Banglore,0,165,21,3,2019,10,10,12,55,21,3,2019
Jet Airways,Delhi,Cochin,2,810,24,6,2019,5,30,19,0,24,6,2019
IndiGo,Chennai,Kolkata,0,140,21,5,2019,7,55,10,15,21,5,2019
Air India,Delhi,Cochin,1,1420,4,1,2019,9,45,9,25,4,2,2019
SpiceJet,Mumbai,Hyderabad,0,90,18,5,2019,22,45,0,15,19,5,2019
SpiceJet,Mumbai,Hyderabad,0,90,6,6,2019,13,15,14,45,6,6,2019
Jet Airways,Kolkata,Banglore,1,960,21,5,2019,20,0,12,0,22,5,2019
IndiGo,Banglore,Delhi,0,175,24,5,2019,7,10,10,5,24,5,2019
Air India,Delhi,Cochin,2,1580,6,1,2019,16,55,19,15,6,2,2019
SpiceJet,Chennai,Kolkata,0,135,21,5,2019,8,20,10,35,21,5,2019
Multiple carriers,Delhi,Cochin,1,845,27,6,2019,4,55,19,0,27,6,2019
Jet Airways,Kolkata,Banglore,1,590,6,12,2019,8,25,18,15,6,12,2019
IndiGo,Delhi,Cochin,1,635,6,3,2019,11,55,22,30,6,3,2019
Jet Airways,Delhi,Cochin,1,1570,6,9,2019,2,15,4,25,6,10,2019
Air India,Mumbai,Hyderabad,0,80,4,1,2019,6,20,7,40,4,1,2019
Jet Airways,Banglore,Delhi,0,165,4,9,2019,6,0,8,45,4,9,2019
Multiple carriers,Delhi,Cochin,1,925,5,9,2019,7,5,22,30,5,9,2019
IndiGo,Kolkata,Banglore,1,255,4,3,2019,6,15,10,30,4,3,2019
Jet Airways,Kolkata,Banglore,1,570,5,9,2019,14,5,23,35,5,9,2019
SpiceJet,Mumbai,Hyderabad,0,90,24,5,2019,5,45,7,15,24,5,2019
IndiGo,Mumbai,Hyderabad,0,90,5,1,2019,19,5,20,35,5,1,2019
Jet Airways,Banglore,Delhi,0,180,4,6,2019,8,20,11,20,4,6,2019
Multiple carriers,Delhi,Cochin,1,465,21,3,2019,11,30,19,15,21,3,2019
Jet Airways,Delhi,Cochin,2,1195,21,5,2019,23,5,19,0,22,5,2019
Jet Airways,Delhi,Cochin,1,1005,6,9,2019,2,15,19,0,6,9,2019
IndiGo,Mumbai,Hyderabad,0,90,4,1,2019,2,35,4,5,4,1,2019
Air India,Delhi,Cochin,0,180,24,5,2019,14,10,17,10,24,5,2019
SpiceJet,Chennai,Kolkata,0,140,5,9,2019,17,45,20,5,5,9,2019
SpiceJet,Kolkata,Banglore,0,155,6,6,2019,6,55,9,30,6,6,2019
Jet Airways,Delhi,Cochin,1,590,27,3,2019,9,0,18,50,27,3,2019
Vistara,Kolkata,Banglore,1,1750,24,3,2019,17,0,22,10,25,3,2019
Jet Airways,Delhi,Cochin,2,820,27,3,2019,5,10,18,50,27,3,2019
IndiGo,Delhi,Cochin,1,325,15,5,2019,2,0,7,25,15,5,2019
Multiple carriers,Delhi,Cochin,1,560,6,12,2019,11,40,21,0,6,12,2019
Jet Airways,Kolkata,Banglore,1,1660,18,5,2019,18,55,22,35,19,5,2019
Air India,Kolkata,Banglore,2,1045,6,9,2019,5,50,23,15,6,9,2019
Air India,Mumbai,Hyderabad,3,1175,3,12,2019,16,50,12,25,13,3,2019
IndiGo,Delhi,Cochin,0,195,18,5,2019,5,35,8,50,18,5,2019
Jet Airways,Kolkata,Banglore,1,665,5,9,2019,21,10,8,15,5,10,2019
Jet Airways,Banglore,Delhi,1,375,3,12,2019,9,45,16,0,3,12,2019
Air India,Delhi,Cochin,1,1480,3,6,2019,7,0,7,40,3,7,2019
Air India,Delhi,Cochin,1,965,21,5,2019,17,20,9,25,22,5,2019
Jet Airways,Banglore,Delhi,0,180,5,3,2019,19,50,22,50,5,3,2019
Jet Airways,Banglore,Delhi,1,1355,3,12,2019,20,35,19,10,13,3,2019
Air India,Delhi,Cochin,1,925,27,5,2019,3,50,19,15,27,5,2019
Jet Airways,Banglore,Delhi,0,185,15,4,2019,18,55,22,0,15,4,2019
IndiGo,Chennai,Kolkata,0,140,24,5,2019,14,45,17,5,24,5,2019
IndiGo,Banglore,Delhi,0,175,24,6,2019,7,10,10,5,24,6,2019
Multiple carriers,Delhi,Cochin,1,640,3,6,2019,10,20,21,0,3,6,2019
Air Asia,Kolkata,Banglore,0,150,21,5,2019,22,50,1,20,22,5,2019
Air Asia,Kolkata,Banglore,0,150,6,6,2019,19,55,22,25,6,6,2019
IndiGo,Kolkata,Banglore,0,150,18,6,2019,15,15,17,45,18,6,2019
Air India,Chennai,Kolkata,0,135,5,6,2019,11,40,13,55,5,6,2019
Air India,Delhi,Cochin,2,1275,6,6,2019,22,0,19,15,6,7,2019
Jet Airways,Banglore,Delhi,1,390,3,1,2019,5,50,12,20,3,1,2019
IndiGo,Delhi,Cochin,1,320,15,5,2019,6,50,12,10,15,5,2019
SpiceJet,Chennai,Kolkata,0,135,21,6,2019,9,45,12,0,21,6,2019
Jet Airways,Kolkata,Banglore,1,1550,6,6,2019,18,55,20,45,6,7,2019
Multiple carriers,Delhi,Cochin,1,385,6,9,2019,9,45,16,10,6,9,2019
Jet Airways,Mumbai,Hyderabad,0,85,15,3,2019,7,10,8,35,15,3,2019
IndiGo,Banglore,Delhi,0,170,21,6,2019,0,25,3,15,21,6,2019
Multiple carriers,Delhi,Cochin,1,465,27,6,2019,17,45,1,30,28,6,2019
GoAir,Banglore,Delhi,0,175,4,9,2019,7,45,10,40,4,9,2019
IndiGo,Delhi,Cochin,1,300,27,5,2019,16,0,21,0,27,5,2019
IndiGo,Delhi,Cochin,1,705,24,6,2019,9,15,21,0,24,6,2019
Air Asia,Banglore,Delhi,0,170,6,9,2019,4,55,7,45,6,9,2019
Jet Airways,Delhi,Cochin,1,330,24,6,2019,7,5,12,35,24,6,2019
Jet Airways,Banglore,Delhi,0,180,6,9,2019,8,20,11,20,6,9,2019
Jet Airways,Delhi,Cochin,2,1025,24,6,2019,19,30,12,35,25,6,2019
Jet Airways,Delhi,Cochin,1,1355,6,12,2019,14,0,12,35,13,6,2019
Multiple carriers,Delhi,Cochin,1,795,5,9,2019,6,0,19,15,5,9,2019
Jet Airways,Kolkata,Banglore,1,1485,4,1,2019,20,0,20,45,4,2,2019
IndiGo,Delhi,Cochin,1,940,6,9,2019,6,50,22,30,6,9,2019
Jet Airways,Banglore,Delhi,0,180,24,5,2019,19,50,22,50,24,5,2019
Jet Airways,Delhi,Cochin,2,1325,27,3,2019,6,20,4,25,28,3,2019
Vistara,Delhi,Cochin,0,190,5,12,2019,14,40,17,50,5,12,2019
Multiple carriers,Delhi,Cochin,1,590,21,3,2019,9,0,18,50,21,3,2019
Air India,Delhi,Cochin,2,1275,5,9,2019,22,0,19,15,5,10,2019
Air India,Delhi,Cochin,1,735,5,9,2019,7,0,19,15,5,9,2019
Jet Airways,Kolkata,Banglore,1,1415,6,9,2019,21,10,20,45,6,10,2019
Multiple carriers,Delhi,Cochin,1,455,6,3,2019,11,25,19,0,6,3,2019
IndiGo,Mumbai,Hyderabad,0,90,18,3,2019,9,10,10,40,18,3,2019
GoAir,Banglore,Delhi,0,175,21,5,2019,7,45,10,40,21,5,2019
Jet Airways,Delhi,Cochin,1,300,27,5,2019,14,0,19,0,27,5,2019
Air India,Kolkata,Banglore,2,1045,4,1,2019,5,50,23,15,4,1,2019
Vistara,Banglore,Delhi,0,175,24,3,2019,21,10,0,5,28,3,2019
Jet Airways,Delhi,Cochin,1,300,24,6,2019,14,0,19,0,24,6,2019
Jet Airways,Delhi,Cochin,1,550,27,3,2019,19,15,4,25,28,3,2019
Jet Airways,Banglore,Delhi,1,390,21,3,2019,5,50,12,20,21,3,2019
Jet Airways,Delhi,Cochin,2,535,6,12,2019,19,30,4,25,13,6,2019
Jet Airways,Banglore,Delhi,1,375,15,3,2019,7,0,13,15,15,3,2019
Air India,Banglore,Delhi,0,165,5,6,2019,10,0,12,45,5,6,2019
Jet Airways,Banglore,Delhi,1,860,21,3,2019,7,0,21,20,21,3,2019
Jet Airways,Delhi,Cochin,1,1415,6,1,2019,13,0,12,35,6,2,2019
IndiGo,Chennai,Kolkata,0,140,21,6,2019,19,35,21,55,21,6,2019
IndiGo,Delhi,Cochin,1,425,21,5,2019,5,5,12,10,21,5,2019
Multiple carriers,Delhi,Cochin,1,480,27,6,2019,13,0,21,0,27,6,2019
Air India,Delhi,Cochin,2,1560,18,5,2019,17,15,19,15,19,5,2019
Multiple carriers,Delhi,Cochin,1,515,3,3,2019,17,0,1,35,3,4,2019
IndiGo,Delhi,Cochin,1,305,18,5,2019,20,25,1,30,19,5,2019
Multiple carriers,Delhi,Cochin,1,640,3,9,2019,2,15,12,55,3,9,2019
Multiple carriers,Delhi,Cochin,1,460,6,12,2019,4,55,12,35,6,12,2019
IndiGo,Kolkata,Banglore,0,150,27,4,2019,15,15,17,45,27,4,2019
Jet Airways,Delhi,Cochin,1,1325,27,6,2019,20,55,19,0,28,6,2019
Multiple carriers,Delhi,Cochin,1,490,6,1,2019,12,50,21,0,6,1,2019
IndiGo,Kolkata,Banglore,1,315,6,9,2019,21,0,2,15,6,10,2019
Jet Airways,Kolkata,Banglore,1,450,5,12,2019,21,10,4,40,13,5,2019
Multiple carriers,Delhi,Cochin,1,615,27,6,2019,9,0,19,15,27,6,2019
Air India,Mumbai,Hyderabad,0,80,27,5,2019,6,20,7,40,27,5,2019
Air India,Delhi,Cochin,1,1660,3,9,2019,4,0,7,40,3,10,2019
Jet Airways,Delhi,Cochin,2,1600,21,3,2019,16,10,18,50,22,3,2019
Air India,Banglore,Delhi,2,965,3,12,2019,6,50,22,55,3,12,2019
Jet Airways,Delhi,Cochin,2,1490,6,12,2019,11,45,12,35,13,6,2019
Jet Airways,Kolkata,Banglore,1,725,24,3,2019,21,10,9,15,25,3,2019
SpiceJet,Chennai,Kolkata,0,135,5,1,2019,8,20,10,35,5,1,2019
Vistara,Banglore,Delhi,0,170,15,4,2019,9,45,12,35,15,4,2019
Multiple carriers,Delhi,Cochin,1,455,6,12,2019,11,40,19,15,6,12,2019
Jet Airways,Delhi,Cochin,2,1615,5,9,2019,9,40,12,35,5,10,2019
Jet Airways,Delhi,Cochin,2,485,21,3,2019,10,45,18,50,21,3,2019
IndiGo,Kolkata,Banglore,0,150,4,9,2019,15,15,17,45,4,9,2019
Air India,Mumbai,Hyderabad,0,80,5,9,2019,21,5,22,25,5,9,2019
Air India,Delhi,Cochin,1,570,15,6,2019,13,30,23,0,15,6,2019
Jet Airways,Kolkata,Banglore,1,1495,4,1,2019,18,55,19,50,4,2,2019
Jet Airways,Banglore,Delhi,1,780,3,6,2019,21,25,10,25,3,7,2019
Air India,Kolkata,Banglore,2,1215,5,1,2019,17,30,13,45,5,2,2019
Air India,Delhi,Cochin,2,1245,15,5,2019,10,55,7,40,16,5,2019
Jet Airways,Delhi,Cochin,2,830,18,5,2019,14,35,4,25,19,5,2019
Multiple carriers,Delhi,Cochin,1,570,6,9,2019,16,0,1,30,6,10,2019
Air India,Banglore,Delhi,0,170,24,4,2019,21,5,23,55,24,4,2019
Air India,Banglore,Delhi,0,170,24,4,2019,13,20,16,10,24,4,2019
IndiGo,Banglore,Delhi,0,175,5,12,2019,18,25,21,20,5,12,2019
IndiGo,Banglore,Delhi,0,165,21,3,2019,6,0,8,45,21,3,2019
Jet Airways,Kolkata,Banglore,1,1495,18,5,2019,8,25,9,20,19,5,2019
Jet Airways,Kolkata,Banglore,1,665,5,6,2019,21,10,8,15,5,7,2019
Vistara,Banglore,Delhi,0,170,18,4,2019,21,0,23,50,18,4,2019
IndiGo,Mumbai,Hyderabad,0,90,27,3,2019,9,10,10,40,27,3,2019
IndiGo,Mumbai,Hyderabad,0,90,6,12,2019,1,40,3,10,6,12,2019
Jet Airways,Banglore,Delhi,1,280,21,3,2019,9,45,14,25,21,3,2019
Jet Airways,Banglore,Delhi,1,405,3,6,2019,11,40,18,25,3,6,2019
Jet Airways,Kolkata,Banglore,1,705,5,9,2019,6,30,18,15,5,9,2019
Jet Airways,Delhi,Cochin,2,1430,27,5,2019,19,10,19,0,28,5,2019
SpiceJet,Delhi,Cochin,1,315,27,6,2019,6,5,11,20,27,6,2019
SpiceJet,Delhi,Cochin,1,310,21,3,2019,6,10,11,20,21,3,2019
Vistara,Chennai,Kolkata,0,135,3,6,2019,7,5,9,20,3,6,2019
Jet Airways,Kolkata,Banglore,1,965,24,3,2019,6,30,22,35,24,3,2019
Jet Airways,Kolkata,Banglore,1,1005,5,1,2019,17,0,9,45,5,2,2019
SpiceJet,Kolkata,Banglore,0,150,21,5,2019,17,10,19,40,21,5,2019
Multiple carriers,Delhi,Cochin,1,720,6,6,2019,9,0,21,0,6,6,2019
Jet Airways,Delhi,Cochin,1,520,6,1,2019,19,45,4,25,6,2,2019
IndiGo,Banglore,Delhi,0,170,27,5,2019,4,0,6,50,27,5,2019
Vistara,Chennai,Kolkata,0,135,18,6,2019,7,5,9,20,18,6,2019
Air India,Delhi,Cochin,2,1730,27,6,2019,14,25,19,15,28,6,2019
Air India,Delhi,Cochin,1,1640,6,6,2019,6,5,9,25,6,7,2019
Air India,Delhi,Cochin,3,2280,6,6,2019,5,15,19,15,6,7,2019
Jet Airways,Banglore,Delhi,1,810,3,12,2019,22,55,12,25,13,3,2019
Air India,Banglore,Delhi,3,1825,3,1,2019,5,50,12,15,3,2,2019
Air India,Mumbai,Hyderabad,0,75,18,3,2019,19,30,20,45,18,3,2019
Jet Airways,Banglore,Delhi,0,165,18,5,2019,6,0,8,45,18,5,2019
IndiGo,Delhi,Cochin,1,530,27,3,2019,6,40,15,30,27,3,2019
SpiceJet,Mumbai,Hyderabad,0,80,24,3,2019,5,45,7,5,24,3,2019
Air India,Banglore,Delhi,0,170,21,5,2019,21,5,23,55,21,5,2019
IndiGo,Kolkata,Banglore,1,315,5,9,2019,21,0,2,15,5,10,2019
Jet Airways,Kolkata,Banglore,1,1265,5,12,2019,21,10,18,15,13,5,2019
Jet Airways,Delhi,Cochin,2,440,6,3,2019,11,40,19,0,6,3,2019
Vistara,Kolkata,Banglore,1,1580,5,6,2019,20,20,22,40,5,7,2019
Air India,Banglore,Delhi,0,170,24,3,2019,21,5,23,55,24,3,2019
